head,relation,tail
粘皮,has_Measures,班组自检
粘皮,appear_on_location,右线15环
粘皮,has_Measures,及时调整混凝土
粘皮,has_Measures,搅拌时先投入砂、石和水，再加入水泥，避免水泥直接与热水搅拌，以免产生假凝现象
粘皮,has_Measures,"厚大型管片宜采取分层振捣的方式,根据模具大小合理布置附着式振动器,合理设定振动频率,以保障混凝土浇筑质量"
粘皮,appear_on_location,侧模
粘皮,has_Measures,对蜂窝麻面区域部位已安排专项验收，请相关责任人签字确认。
粘皮,appear_on_location,底板
粘皮,appear_on_location,端板
粘皮,affect_compnent,钢筋笼
粘皮,has_Measures,预留的4个钢筋起吊环上，保证钢筋笼在水平方向上不发生偏移，
粘皮,has_Measures,外弧向上，内弧向下，不可随便摆放，不可乱挂吊点，防止成型的
粘皮,has_Measures,出现扭曲变形情况
粘皮,appear_on_location,拱顶
粘皮,has_Measures,实时监控体系
粘皮,has_Measures,钢筋骨架用四点吊钩吊至指定区域按型号堆放整齐
粘皮,has_Measures,应立即开展螺栓松动位置复核并形成整改记录。
粘皮,affect_compnent,预埋件
粘皮,affect_compnent,环片
粘皮,has_Measures,应立即开展偏位错台位置复核并形成整改记录。
粘皮,has_Measures,管片养护：①、按工艺规定，控制好静、升、恒、降四阶段蒸养过程，规范如实填写蒸养记录
粘皮,appear_on_location,接口处
粘皮,has_Measures,要求施工班组对蜂窝麻面区域区域实施临时支护措施。
粘皮,appear_on_location,外侧拱部
粘皮,has_Measures,质量检查表
粘皮,has_Measures,对孔洞缺陷处部位已安排专项验收，请相关责任人签字确认。
粘皮,has_Measures,监理抽检
粘皮,affect_compnent,钢筋笼骨架
粘皮,affect_compnent,钢筋骨架
粘皮,has_Measures,"制定设备机具保养手册,定期对设备进行保养"
粘皮,has_Measures,质量验收记录
粘皮,has_Measures,质量员复核
粘皮,affect_compnent,管片
粘皮,affect_compnent,拱顶管片
粘皮,has_Measures,应立即开展裂缝扩展段复核并形成整改记录。
粘皮,appear_on_location,混凝土的切割端面
粘皮,appear_on_location,构件靠模的侧面
粘皮,has_Measures,当地铁管片浇筑成型后，不可急于脱模操作，而是要观察对应试块在同等条件下的养护情况，检验其具体的抗压强度系数是否符合脱模参数指标，如果达到可脱模性能再进行脱模以及吊运
粘皮,has_Measures,"二次振捣周边混凝土,以提高排气"
粘皮,appear_on_location,止水槽侧面
粘皮,has_Measures,需对裂缝扩展段部位加强巡查并做好风险提示牌。
粘皮,has_Measures,建议对密封不严部位进行加固处理并上报监理。
粘皮,has_Measures,应立即开展掉角破损处复核并形成整改记录。
粘皮,appear_on_location,盾构始发段
粘皮,appear_on_location,左线三十环
粘皮,appear_on_location,3号盾构井
粘皮,appear_on_location,内面侧
粘皮,appear_on_location,下行线十五环
粘皮,has_Measures,现场已下发裂缝扩展段整改通知单，需跟踪闭合。
粘皮,has_Measures,应立即开展蜂窝麻面区域复核并形成整改记录。
粘皮,has_Measures,需对密封不严部位部位加强巡查并做好风险提示牌。
粘皮,has_Measures,体积稍大的先凿除蜂窝处松散混凝土颗粒，用水洗刷干净后再用水泥砂浆掺修补胶修补
粘皮,appear_on_location,拱腰位置
粘皮,has_Measures,过程中，必须确保混凝土的配合比例精准，严格按照设计要求进行搅拌，混凝土的成型也需要注意各种细节，以保证管片的质量
粘皮,has_Measures,"做好施工人员的技术交底和培训工作,定期进行考核"
粘皮,affect_compnent,终止环管片
粘皮,appear_on_location,右线十环
粘皮,affect_compnent,螺栓孔
粘皮,has_Measures,监理停工令
粘皮,appear_on_location,钢筋表面
粘皮,has_Measures,制定详细的验收标准及抽检计划
粘皮,has_Measures,钢筋要保持平直没有局部的弯折现象
粘皮,has_Measures,管片应按生产日期及型号排列堆放整齐
粘皮,has_Measures,现场已下发渗漏水点整改通知单，需跟踪闭合。
粘皮,has_Measures,在混凝土浇注过程中还要密切观察
粘皮,has_Measures,是否偏移、脱落、变形等，如发现上述问题要及时修正，问题较严重修正困难时，要及时通知预制厂负责人
粘皮,has_Measures,密实而不离析
粘皮,has_Measures,在养护期间，应严格控制管片的养护环境，保持养护温度和湿度的稳定，并定期检测管片的强度发展情况，养护效果的稳定和可靠
粘皮,appear_on_location,右线五十环
粘皮,has_Measures,需对孔洞缺陷处部位加强巡查并做好风险提示牌。
粘皮,has_Measures,制定严格的升降温制度
粘皮,has_Measures,混凝土工程冬期施工时，需对混凝土生产人员进行专门培训，严格按冬期施工规范要求进行混凝土的生产和浇筑
粘皮,appear_on_location,左线一环
粘皮,has_Measures,检漏检验：每50环抽查1块
粘皮,has_Measures,焊机工作电流不得大于300
粘皮,affect_compnent,焊丝盘
粘皮,has_Measures,现场已下发偏位错台位置整改通知单，需跟踪闭合。
粘皮,has_Measures,严格控制混凝土搅拌与成型环节，以提高钢纤维混凝土管片的生产质量
粘皮,appear_on_location,管片侧面
粘皮,appear_on_location,端面
粘皮,has_Measures,对偏位错台位置部位已安排专项验收，请相关责任人签字确认。
粘皮,appear_on_location,拱脚位置
粘皮,appear_on_location,上行线二十环
粘皮,has_Measures,监理旁站
粘皮,affect_compnent,止水条
粘皮,has_Measures,移位的现象应该及时停止加工进程，以快捷高效的手段处理这些突发问题后，抢在混凝土开始凝结之前再次恢复加工，这样可以避免一些突发状况下由于人员的松懈大意造成的产品损耗浪费，同时也能够保证加工效率
粘皮,has_Measures,在生产过程中通过调节水温进行混凝土生产温度控制生产，冬天加热水夏天加冰水来保证混凝土温度，让气泡比较利于排出
粘皮,has_Measures,过程的温度控制，确保管片降温速率，试验室及时跟踪管片
粘皮,has_Measures,水池养护过程中要覆盖水池并保证水温在（20±2）
粘皮,has_Measures,加强沟通做好交接班记录
粘皮,has_Measures,对螺栓松动位置部位已安排专项验收，请相关责任人签字确认。
粘皮,appear_on_location,右线四十二环
粘皮,has_Measures,建议对渗漏水点进行加固处理并上报监理。
粘皮,appear_on_location,底板中部
粘皮,has_Measures,加大管理人员的现场监督力度
粘皮,has_Measures,建议对蜂窝麻面区域进行加固处理并上报监理。
粘皮,affect_compnent,拼缝
粘皮,appear_on_location,内弯弧面
粘皮,appear_on_location,右面端面
粘皮,has_Measures,采用固定台座法生产大直径管片时，应采用聚羧酸高性能或高效
粘皮,has_Measures,调整凝结时间的早强成分不得使用早强剂代替
粘皮,has_Measures,通过对钢筋混凝土管片生产工艺与质量管理的研究，通过加强原材料管理、实施生产过程中的实时监控、完善缺陷修复机制等手段，有效提升了管片的质量稳定性
粘皮,has_Measures,现场已下发蜂窝麻面区域整改通知单，需跟踪闭合。
粘皮,has_Measures,需对掉角破损处部位加强巡查并做好风险提示牌。
粘皮,has_Measures,模具在发货前及进厂后必须分别按钢模的加工合同进行其宽度、弧弦长、对角线、环面角度等精度控制指标进行验收与检测
粘皮,has_Measures,模具必须采用专门的车辆进行运输
粘皮,affect_compnent,键槽管片
孔洞缺陷,cause_Problems,裂纹
孔洞缺陷,cause_Problems,气泡
孔洞缺陷,cause_Problems,蜂窝麻面
孔洞缺陷,cause_Problems,粘皮
孔洞缺陷,cause_Problems,粘连
孔洞缺陷,cause_Problems,空洞
孔洞缺陷,cause_Problems,蜂窝
孔洞缺陷,cause_Problems,缺棱掉角
孔洞缺陷,cause_Problems,蜂窝空洞
孔洞缺陷,cause_Problems,浮浆
孔洞缺陷,cause_Problems,龟裂纹
孔洞缺陷,cause_Problems,沉缩裂缝
孔洞缺陷,cause_Problems,缺角
孔洞缺陷,cause_Problems,螺栓
孔洞缺陷,cause_Problems,裂缝
孔洞缺陷,cause_Problems,露筋
孔洞缺陷,cause_Problems,翘曲
养护,use_material,浆液
养护,use_equipment,刀盘电机
养护,use_material,混凝土
养护,use_equipment,螺栓拧紧机
养护,control_Parameter,环片拼装间隙强度等级
养护,control_Parameter,温湿度
养护,cause_Hazards,端面破损
养护,use_equipment,液压千斤顶
养护,use_equipment,模具
养护,use_material,掺合料
养护,control_Parameter,配合比
养护,use_material,减水剂
养护,use_equipment,测量传感器
养护,cause_Hazards,偏位错台
养护,use_material,脱模剂
养护,use_material,水泥
养护,use_equipment,驱动电机
养护,control_Parameter,螺栓预紧力
养护,control_Parameter,拼装间隙厚度测量值
养护,use_equipment,注浆泵
养护,use_equipment,钢模
养护,use_material,外加剂
养护,cause_Hazards,接缝开裂
养护,control_Parameter,焊接时间
养护,control_Parameter,螺栓预紧力含量
养护,use_material,外加剂掺量
养护,use_material,钢筋间距
养护,use_material,止水带材质
养护,cause_Hazards,掉皮
养护,use_material,钢筋
养护,control_Parameter,螺栓预紧力强度等级
养护,control_Parameter,密封垫压缩量
养护,use_equipment,顶推油缸
养护,use_material,混凝土配合比
养护,control_Parameter,试压强度
养护,control_Parameter,设计强度
养护,use_material,粉煤灰
养护,use_material,钢筋保护层厚度
养护,control_Parameter,钢筋间距压力
养护,control_Parameter,螺栓预紧力压力
养护,use_equipment,振捣棒
养护,control_Parameter,温差
养护,control_Parameter,湿养强度
养护,cause_Hazards,孔洞缺陷
养护,control_Parameter,坍落度
养护,cause_Hazards,掉角破损
养护,cause_Hazards,密封不严
养护,control_Parameter,蒸发量
养护,use_material,防水材料
养护,control_Parameter,混凝土保护层含量
养护,control_Parameter,环片拼装间隙厚度测量值
养护,control_Parameter,水胶比
养护,control_Parameter,厚度
养护,use_equipment,振动器
养护,use_equipment,振动棒
养护,use_equipment,震动台
养护,control_Parameter,静停时间
养护,control_Parameter,振捣时间
养护,control_Parameter,水灰比
养护,control_Parameter,注浆压力
养护,use_equipment,土压传感器
养护,use_material,骨料
养护,use_material,钢纤维
养护,control_Parameter,螺栓预紧力厚度
养护,control_Parameter,处理时间
养护,control_Parameter,升降温速度
养护,control_Parameter,光面时间
养护,use_equipment,同步千斤顶
养护,use_equipment,蒸养罩
养护,use_equipment,拼装机
养护,control_Parameter,环片拼装间隙压力
养护,cause_Hazards,裂缝扩展
养护,use_material,橡胶
养护,control_Parameter,混凝土保护层厚度
养护,use_material,钢筋锈蚀
养护,use_material,浆液配比
养护,cause_Hazards,渗漏水
养护,control_Parameter,湿度
养护,control_Parameter,水养时间
养护,use_material,集料
养护,cause_Hazards,隧道漏水
养护,use_equipment,模板
养护,control_Parameter,湿度差
养护,control_Parameter,注浆量压力
养护,use_material,混凝土强度
养护,cause_Hazards,混凝土剥落
养护,control_Parameter,抗压强度
养护,control_Parameter,环片拼装间隙压力读数波动较大，记录峰值38k[UNK]a。
养护,control_Parameter,环片拼装间隙厚度
养护,use_equipment,水泥厂
养护,use_material,助磨剂
养护,use_material,木钙
养护,control_Parameter,养护温度
掉角破损,cause_Problems,裂纹
掉角破损,cause_Problems,气泡
掉角破损,cause_Problems,蜂窝麻面
掉角破损,cause_Problems,粘皮
掉角破损,cause_Problems,粘连
掉角破损,cause_Problems,空洞
掉角破损,cause_Problems,蜂窝
掉角破损,cause_Problems,缺棱掉角
掉角破损,cause_Problems,蜂窝空洞
掉角破损,cause_Problems,浮浆
掉角破损,cause_Problems,龟裂纹
掉角破损,cause_Problems,沉缩裂缝
掉角破损,cause_Problems,缺角
掉角破损,cause_Problems,螺栓
掉角破损,cause_Problems,裂缝
掉角破损,cause_Problems,露筋
掉角破损,cause_Problems,翘曲
密封不严,cause_Problems,裂纹
密封不严,cause_Problems,气泡
密封不严,cause_Problems,蜂窝麻面
密封不严,cause_Problems,粘皮
密封不严,cause_Problems,粘连
密封不严,cause_Problems,空洞
密封不严,cause_Problems,蜂窝
密封不严,cause_Problems,缺棱掉角
密封不严,cause_Problems,蜂窝空洞
密封不严,cause_Problems,浮浆
密封不严,cause_Problems,龟裂纹
密封不严,cause_Problems,沉缩裂缝
密封不严,cause_Problems,缺角
密封不严,cause_Problems,螺栓
密封不严,cause_Problems,裂缝
密封不严,cause_Problems,露筋
密封不严,cause_Problems,翘曲
蒸汽养护,use_material,浆液
蒸汽养护,use_equipment,刀盘电机
蒸汽养护,use_material,混凝土
蒸汽养护,use_equipment,螺栓拧紧机
蒸汽养护,control_Parameter,环片拼装间隙强度等级
蒸汽养护,control_Parameter,温湿度
蒸汽养护,cause_Hazards,端面破损
蒸汽养护,use_equipment,液压千斤顶
蒸汽养护,use_equipment,模具
蒸汽养护,use_material,掺合料
蒸汽养护,control_Parameter,配合比
蒸汽养护,use_material,减水剂
蒸汽养护,use_equipment,测量传感器
蒸汽养护,cause_Hazards,偏位错台
蒸汽养护,use_material,脱模剂
蒸汽养护,use_material,水泥
蒸汽养护,use_equipment,驱动电机
蒸汽养护,control_Parameter,螺栓预紧力
蒸汽养护,control_Parameter,拼装间隙厚度测量值
蒸汽养护,use_equipment,注浆泵
蒸汽养护,use_equipment,钢模
蒸汽养护,use_material,外加剂
蒸汽养护,cause_Hazards,接缝开裂
蒸汽养护,control_Parameter,焊接时间
蒸汽养护,control_Parameter,螺栓预紧力含量
蒸汽养护,use_material,外加剂掺量
蒸汽养护,use_material,钢筋间距
蒸汽养护,use_material,止水带材质
蒸汽养护,cause_Hazards,掉皮
蒸汽养护,use_material,钢筋
蒸汽养护,control_Parameter,螺栓预紧力强度等级
蒸汽养护,control_Parameter,密封垫压缩量
蒸汽养护,use_equipment,顶推油缸
蒸汽养护,use_material,混凝土配合比
蒸汽养护,control_Parameter,试压强度
蒸汽养护,control_Parameter,设计强度
蒸汽养护,use_material,粉煤灰
蒸汽养护,use_material,钢筋保护层厚度
蒸汽养护,control_Parameter,钢筋间距压力
蒸汽养护,control_Parameter,螺栓预紧力压力
蒸汽养护,use_equipment,振捣棒
蒸汽养护,control_Parameter,温差
蒸汽养护,control_Parameter,湿养强度
蒸汽养护,cause_Hazards,孔洞缺陷
蒸汽养护,control_Parameter,坍落度
蒸汽养护,cause_Hazards,掉角破损
蒸汽养护,cause_Hazards,密封不严
蒸汽养护,use_material,防水材料
蒸汽养护,control_Parameter,混凝土保护层含量
蒸汽养护,control_Parameter,环片拼装间隙厚度测量值
蒸汽养护,control_Parameter,水胶比
蒸汽养护,control_Parameter,厚度
蒸汽养护,use_equipment,振动器
蒸汽养护,use_equipment,振动棒
蒸汽养护,use_equipment,震动台
蒸汽养护,control_Parameter,静停时间
蒸汽养护,control_Parameter,振捣时间
蒸汽养护,control_Parameter,水灰比
蒸汽养护,control_Parameter,注浆压力
蒸汽养护,use_equipment,土压传感器
蒸汽养护,use_material,骨料
蒸汽养护,use_material,钢纤维
蒸汽养护,control_Parameter,螺栓预紧力厚度
蒸汽养护,control_Parameter,处理时间
蒸汽养护,control_Parameter,升降温速度
蒸汽养护,control_Parameter,光面时间
蒸汽养护,use_equipment,同步千斤顶
蒸汽养护,use_equipment,蒸养罩
蒸汽养护,use_equipment,拼装机
蒸汽养护,control_Parameter,环片拼装间隙压力
蒸汽养护,cause_Hazards,裂缝扩展
蒸汽养护,use_material,橡胶
蒸汽养护,control_Parameter,混凝土保护层厚度
蒸汽养护,use_material,钢筋锈蚀
蒸汽养护,use_material,浆液配比
蒸汽养护,cause_Hazards,渗漏水
蒸汽养护,control_Parameter,湿度
蒸汽养护,control_Parameter,水养时间
蒸汽养护,use_material,集料
蒸汽养护,cause_Hazards,隧道漏水
蒸汽养护,use_equipment,模板
蒸汽养护,control_Parameter,湿度差
蒸汽养护,control_Parameter,注浆量压力
蒸汽养护,use_material,混凝土强度
蒸汽养护,cause_Hazards,混凝土剥落
蒸汽养护,control_Parameter,抗压强度
蒸汽养护,control_Parameter,环片拼装间隙压力读数波动较大，记录峰值38k[UNK]a。
蒸汽养护,control_Parameter,环片拼装间隙厚度
蒸汽养护,use_equipment,水泥厂
蒸汽养护,use_material,助磨剂
蒸汽养护,use_material,木钙
蒸汽养护,control_Parameter,养护温度
漫水养护,use_material,浆液
漫水养护,use_equipment,刀盘电机
漫水养护,use_material,混凝土
漫水养护,use_equipment,螺栓拧紧机
漫水养护,control_Parameter,环片拼装间隙强度等级
漫水养护,control_Parameter,温湿度
漫水养护,cause_Hazards,端面破损
漫水养护,use_equipment,液压千斤顶
漫水养护,use_equipment,模具
漫水养护,use_material,掺合料
漫水养护,control_Parameter,配合比
漫水养护,use_material,减水剂
漫水养护,use_equipment,测量传感器
漫水养护,cause_Hazards,偏位错台
漫水养护,use_material,脱模剂
漫水养护,use_material,水泥
漫水养护,use_equipment,驱动电机
漫水养护,control_Parameter,螺栓预紧力
漫水养护,control_Parameter,拼装间隙厚度测量值
漫水养护,use_equipment,注浆泵
漫水养护,use_equipment,钢模
漫水养护,use_material,外加剂
漫水养护,cause_Hazards,接缝开裂
漫水养护,control_Parameter,焊接时间
漫水养护,control_Parameter,螺栓预紧力含量
漫水养护,use_material,外加剂掺量
漫水养护,use_material,钢筋间距
漫水养护,use_material,止水带材质
漫水养护,cause_Hazards,掉皮
漫水养护,use_material,钢筋
漫水养护,control_Parameter,螺栓预紧力强度等级
漫水养护,control_Parameter,密封垫压缩量
漫水养护,use_equipment,顶推油缸
漫水养护,use_material,混凝土配合比
漫水养护,control_Parameter,试压强度
漫水养护,control_Parameter,设计强度
漫水养护,use_material,粉煤灰
漫水养护,use_material,钢筋保护层厚度
漫水养护,control_Parameter,钢筋间距压力
漫水养护,control_Parameter,螺栓预紧力压力
漫水养护,use_equipment,振捣棒
漫水养护,control_Parameter,温差
漫水养护,control_Parameter,湿养强度
漫水养护,cause_Hazards,孔洞缺陷
漫水养护,control_Parameter,坍落度
漫水养护,cause_Hazards,掉角破损
漫水养护,cause_Hazards,密封不严
漫水养护,control_Parameter,蒸发量
漫水养护,use_material,防水材料
漫水养护,control_Parameter,混凝土保护层含量
漫水养护,control_Parameter,环片拼装间隙厚度测量值
漫水养护,control_Parameter,水胶比
漫水养护,control_Parameter,厚度
漫水养护,use_equipment,振动器
漫水养护,use_equipment,振动棒
漫水养护,use_equipment,震动台
漫水养护,control_Parameter,静停时间
漫水养护,control_Parameter,振捣时间
漫水养护,control_Parameter,水灰比
漫水养护,control_Parameter,注浆压力
漫水养护,use_equipment,土压传感器
漫水养护,use_material,骨料
漫水养护,use_material,钢纤维
漫水养护,control_Parameter,螺栓预紧力厚度
漫水养护,control_Parameter,处理时间
漫水养护,control_Parameter,升降温速度
漫水养护,control_Parameter,光面时间
漫水养护,use_equipment,同步千斤顶
漫水养护,use_equipment,蒸养罩
漫水养护,use_equipment,拼装机
漫水养护,control_Parameter,环片拼装间隙压力
漫水养护,cause_Hazards,裂缝扩展
漫水养护,use_material,橡胶
漫水养护,control_Parameter,混凝土保护层厚度
漫水养护,use_material,钢筋锈蚀
漫水养护,use_material,浆液配比
漫水养护,cause_Hazards,渗漏水
漫水养护,control_Parameter,湿度
漫水养护,control_Parameter,水养时间
漫水养护,use_material,集料
漫水养护,cause_Hazards,隧道漏水
漫水养护,use_equipment,模板
漫水养护,control_Parameter,湿度差
漫水养护,control_Parameter,注浆量压力
漫水养护,use_material,混凝土强度
漫水养护,cause_Hazards,混凝土剥落
漫水养护,control_Parameter,抗压强度
漫水养护,control_Parameter,环片拼装间隙压力读数波动较大，记录峰值38k[UNK]a。
漫水养护,control_Parameter,环片拼装间隙厚度
漫水养护,use_equipment,水泥厂
漫水养护,use_material,助磨剂
漫水养护,use_material,木钙
漫水养护,control_Parameter,养护温度
搅拌,use_material,浆液
搅拌,use_equipment,刀盘电机
搅拌,use_material,混凝土
搅拌,use_equipment,螺栓拧紧机
搅拌,control_Parameter,环片拼装间隙强度等级
搅拌,control_Parameter,温湿度
搅拌,cause_Hazards,端面破损
搅拌,use_equipment,液压千斤顶
搅拌,use_equipment,模具
搅拌,use_material,掺合料
搅拌,control_Parameter,配合比
搅拌,use_material,减水剂
搅拌,use_equipment,测量传感器
搅拌,cause_Hazards,偏位错台
搅拌,use_material,脱模剂
搅拌,use_material,水泥
搅拌,use_equipment,驱动电机
搅拌,control_Parameter,螺栓预紧力
搅拌,control_Parameter,拼装间隙厚度测量值
搅拌,use_equipment,注浆泵
搅拌,use_equipment,钢模
搅拌,use_material,外加剂
搅拌,cause_Hazards,接缝开裂
搅拌,control_Parameter,焊接时间
搅拌,control_Parameter,螺栓预紧力含量
搅拌,use_material,外加剂掺量
搅拌,use_material,钢筋间距
搅拌,use_material,止水带材质
搅拌,cause_Hazards,掉皮
搅拌,use_material,钢筋
搅拌,control_Parameter,螺栓预紧力强度等级
搅拌,control_Parameter,密封垫压缩量
搅拌,use_equipment,顶推油缸
搅拌,use_material,混凝土配合比
搅拌,control_Parameter,试压强度
搅拌,control_Parameter,设计强度
搅拌,use_material,粉煤灰
搅拌,use_material,钢筋保护层厚度
搅拌,control_Parameter,钢筋间距压力
搅拌,control_Parameter,螺栓预紧力压力
搅拌,use_equipment,振捣棒
搅拌,control_Parameter,温差
搅拌,control_Parameter,湿养强度
搅拌,cause_Hazards,孔洞缺陷
搅拌,control_Parameter,坍落度
搅拌,cause_Hazards,掉角破损
搅拌,cause_Hazards,密封不严
搅拌,control_Parameter,蒸发量
搅拌,use_material,防水材料
搅拌,control_Parameter,混凝土保护层含量
搅拌,control_Parameter,环片拼装间隙厚度测量值
搅拌,control_Parameter,水胶比
搅拌,control_Parameter,厚度
搅拌,use_equipment,振动器
搅拌,use_equipment,振动棒
搅拌,use_equipment,震动台
搅拌,control_Parameter,静停时间
搅拌,control_Parameter,振捣时间
搅拌,control_Parameter,水灰比
搅拌,control_Parameter,注浆压力
搅拌,use_equipment,土压传感器
搅拌,use_material,骨料
搅拌,use_material,钢纤维
搅拌,control_Parameter,螺栓预紧力厚度
搅拌,control_Parameter,处理时间
搅拌,control_Parameter,升降温速度
搅拌,control_Parameter,光面时间
搅拌,use_equipment,同步千斤顶
搅拌,use_equipment,蒸养罩
搅拌,use_equipment,拼装机
搅拌,control_Parameter,环片拼装间隙压力
搅拌,cause_Hazards,裂缝扩展
搅拌,use_material,橡胶
搅拌,control_Parameter,混凝土保护层厚度
搅拌,use_material,钢筋锈蚀
搅拌,use_material,浆液配比
搅拌,cause_Hazards,渗漏水
搅拌,control_Parameter,湿度
搅拌,control_Parameter,水养时间
搅拌,use_material,集料
搅拌,cause_Hazards,隧道漏水
搅拌,use_equipment,模板
搅拌,control_Parameter,湿度差
搅拌,control_Parameter,注浆量压力
搅拌,use_material,混凝土强度
搅拌,cause_Hazards,混凝土剥落
搅拌,control_Parameter,抗压强度
搅拌,control_Parameter,环片拼装间隙压力读数波动较大，记录峰值38k[UNK]a。
搅拌,control_Parameter,环片拼装间隙厚度
搅拌,use_equipment,水泥厂
搅拌,use_material,助磨剂
搅拌,use_material,木钙
搅拌,control_Parameter,养护温度
终止环管片,has_Activity,振捣
终止环管片,has_Activity,粘模
终止环管片,has_Activity,下料
终止环管片,has_Activity,脱模
终止环管片,has_Activity,收面
终止环管片,has_Activity,养护
终止环管片,has_Activity,蒸汽养护
终止环管片,has_Activity,漫水养护
终止环管片,has_Activity,搅拌
终止环管片,has_Activity,浇筑
终止环管片,has_Activity,静停
终止环管片,has_Activity,蒸养
终止环管片,has_Activity,混凝土振捣
终止环管片,has_Activity,浇筑振捣
螺栓孔,has_Activity,振捣
螺栓孔,has_Activity,粘模
螺栓孔,has_Activity,下料
螺栓孔,has_Activity,脱模
螺栓孔,has_Activity,收面
螺栓孔,has_Activity,养护
螺栓孔,has_Activity,蒸汽养护
螺栓孔,has_Activity,漫水养护
螺栓孔,has_Activity,搅拌
螺栓孔,has_Activity,浇筑
螺栓孔,has_Activity,静停
螺栓孔,has_Activity,蒸养
螺栓孔,has_Activity,混凝土振捣
螺栓孔,has_Activity,浇筑振捣
粘连,has_Measures,在浇筑以后利用振捣棒充分
粘连,affect_compnent,环管片
粘连,has_Measures,要求施工班组对螺栓松动位置区域实施临时支护措施。
粘连,appear_on_location,混凝土表面
粘连,appear_on_location,侧墙
粘连,appear_on_location,左线32环
粘连,has_Measures,要求施工班组对裂缝扩展段区域实施临时支护措施。
粘连,affect_compnent,止水带
粘连,has_Measures,安排人员每天测定环境
粘连,appear_on_location,注浆孔附近
粘连,appear_on_location,盾构到达段
粘连,appear_on_location,止水槽
粘连,has_Measures,要求施工班组对孔洞缺陷处区域实施临时支护措施。
粘连,affect_compnent,加宽管片
粘连,has_Measures,班组自检
粘连,appear_on_location,右线15环
粘连,has_Measures,及时调整混凝土
粘连,has_Measures,搅拌时先投入砂、石和水，再加入水泥，避免水泥直接与热水搅拌，以免产生假凝现象
粘连,has_Measures,"厚大型管片宜采取分层振捣的方式,根据模具大小合理布置附着式振动器,合理设定振动频率,以保障混凝土浇筑质量"
粘连,appear_on_location,侧模
粘连,has_Measures,对蜂窝麻面区域部位已安排专项验收，请相关责任人签字确认。
粘连,appear_on_location,底板
粘连,appear_on_location,端板
粘连,affect_compnent,钢筋笼
粘连,has_Measures,预留的4个钢筋起吊环上，保证钢筋笼在水平方向上不发生偏移，
粘连,has_Measures,外弧向上，内弧向下，不可随便摆放，不可乱挂吊点，防止成型的
粘连,has_Measures,出现扭曲变形情况
粘连,appear_on_location,拱顶
粘连,has_Measures,实时监控体系
粘连,has_Measures,钢筋骨架用四点吊钩吊至指定区域按型号堆放整齐
粘连,has_Measures,应立即开展螺栓松动位置复核并形成整改记录。
粘连,affect_compnent,预埋件
粘连,affect_compnent,环片
粘连,has_Measures,应立即开展偏位错台位置复核并形成整改记录。
粘连,has_Measures,管片养护：①、按工艺规定，控制好静、升、恒、降四阶段蒸养过程，规范如实填写蒸养记录
粘连,appear_on_location,接口处
粘连,has_Measures,要求施工班组对蜂窝麻面区域区域实施临时支护措施。
粘连,appear_on_location,外侧拱部
粘连,has_Measures,质量检查表
粘连,has_Measures,对孔洞缺陷处部位已安排专项验收，请相关责任人签字确认。
粘连,has_Measures,监理抽检
粘连,affect_compnent,钢筋笼骨架
粘连,affect_compnent,钢筋骨架
粘连,has_Measures,"制定设备机具保养手册,定期对设备进行保养"
粘连,has_Measures,质量验收记录
粘连,has_Measures,质量员复核
粘连,affect_compnent,管片
粘连,affect_compnent,拱顶管片
粘连,has_Measures,应立即开展裂缝扩展段复核并形成整改记录。
粘连,appear_on_location,混凝土的切割端面
粘连,appear_on_location,构件靠模的侧面
粘连,has_Measures,当地铁管片浇筑成型后，不可急于脱模操作，而是要观察对应试块在同等条件下的养护情况，检验其具体的抗压强度系数是否符合脱模参数指标，如果达到可脱模性能再进行脱模以及吊运
粘连,has_Measures,"二次振捣周边混凝土,以提高排气"
粘连,has_Measures,对密封不严部位部位已安排专项验收，请相关责任人签字确认。
粘连,appear_on_location,止水槽侧面
粘连,has_Measures,需对裂缝扩展段部位加强巡查并做好风险提示牌。
粘连,has_Measures,建议对密封不严部位进行加固处理并上报监理。
粘连,has_Measures,应立即开展掉角破损处复核并形成整改记录。
粘连,appear_on_location,盾构始发段
粘连,appear_on_location,左线三十环
粘连,appear_on_location,3号盾构井
粘连,appear_on_location,内面侧
粘连,appear_on_location,下行线十五环
粘连,has_Measures,现场已下发裂缝扩展段整改通知单，需跟踪闭合。
粘连,has_Measures,应立即开展蜂窝麻面区域复核并形成整改记录。
粘连,has_Measures,需对密封不严部位部位加强巡查并做好风险提示牌。
粘连,has_Measures,体积稍大的先凿除蜂窝处松散混凝土颗粒，用水洗刷干净后再用水泥砂浆掺修补胶修补
粘连,appear_on_location,拱腰位置
粘连,has_Measures,过程中，必须确保混凝土的配合比例精准，严格按照设计要求进行搅拌，混凝土的成型也需要注意各种细节，以保证管片的质量
粘连,has_Measures,"做好施工人员的技术交底和培训工作,定期进行考核"
粘连,affect_compnent,终止环管片
粘连,appear_on_location,右线十环
粘连,affect_compnent,螺栓孔
粘连,has_Measures,监理停工令
粘连,appear_on_location,钢筋表面
粘连,has_Measures,制定详细的验收标准及抽检计划
粘连,has_Measures,钢筋要保持平直没有局部的弯折现象
粘连,has_Measures,管片应按生产日期及型号排列堆放整齐
粘连,has_Measures,现场已下发渗漏水点整改通知单，需跟踪闭合。
粘连,has_Measures,在混凝土浇注过程中还要密切观察
